"nest_id"	"fate"	"date_on"	"date_off"	"TDR_extended"	"TDR_short"	"TDR_tot"	"NR_extended"	"NR_short"	"nest_age"	"number"
"SAND_2019A_BS_19_17"	"H"	2019-07-21 16:00:00	"2019-07-22 15:59:00"	564	131	695	1.18702779476456	20	8	22
"SAND_2019A_BS_19_17"	"H"	2019-07-22 16:00:00	"2019-07-23 15:59:00"	579	173	752	1.12500618352708	17	9	22
"SAND_2019A_BS_19_17"	"H"	2019-07-23 16:00:00	"2019-07-24 15:59:00"	435	213	648	0.976018099547511	17	10	22
"SAND_2019A_BS_19_17"	"H"	2019-07-24 16:00:00	"2019-07-25 15:59:00"	811	109	920	0.995577108523107	11	11	22
"SAND_2019A_BS_19_17"	"H"	2019-07-25 16:00:00	"2019-07-26 15:59:00"	485	224	709	1.30532786885246	26	12	22
"SAND_2019A_BS_19_22"	"A"	2019-07-12 18:00:00	"2019-07-13 17:59:00"	342	170	512	1	12	14	9
"SAND_2019A_BS_19_22"	"A"	2019-07-13 18:00:00	"2019-07-14 17:59:00"	146	285	431	1	37	15	9
"SAND_2019A_BS_19_22"	"A"	2019-07-14 18:00:00	"2019-07-15 17:59:00"	313	209	522	1	25	16	9
"SAND_2019A_BS_19_22"	"A"	2019-07-15 18:00:00	"2019-07-16 17:59:00"	644	44	688	0.835278858625162	9	17	9
"SAND_2019A_BS_19_22"	"A"	2019-07-16 18:00:00	"2019-07-17 17:59:00"	738	72	810	1.0289361343027	6	18	9
"SAND_2019A_BS_19_22"	"A"	2019-07-17 18:00:00	"2019-07-18 17:59:00"	587	194	781	0.721130221130221	10.1357850070721	19	9
"SAND_2019A_BS_19_22"	"A"	2019-07-18 18:00:00	"2019-07-19 17:59:00"	681	149	830	0.905076675421503	8	20	9
"SAND_2019A_BS_19_22"	"A"	2019-07-19 18:00:00	"2019-07-20 17:59:00"	855	36	891	1.37379310344828	3.2741935483871	21	9
"SAND_2019A_BS_19_22"	"A"	2019-07-20 18:00:00	"2019-07-21 17:59:00"	560	292	852	3	13.7258064516129	22	9
"SAND_2019A_BS_19_25"	"A"	2019-07-14 20:00:00	"2019-07-15 19:59:00"	0	321	321	0	55	14	8
"SAND_2019A_BS_19_25"	"A"	2019-07-15 20:00:00	"2019-07-16 19:59:00"	162	235	397	1	30	15	8
"SAND_2019A_BS_19_25"	"A"	2019-07-16 20:00:00	"2019-07-17 19:59:00"	534	130	664	2	31	16	8
"SAND_2019A_BS_19_25"	"A"	2019-07-17 20:00:00	"2019-07-18 19:59:00"	737	36	773	1	8	17	8
"SAND_2019A_BS_19_25"	"A"	2019-07-18 20:00:00	"2019-07-19 19:59:00"	177	474	651	1	27.2307692307692	18	8
"SAND_2019A_BS_19_25"	"A"	2019-07-19 20:00:00	"2019-07-20 19:59:00"	163	393	556	1	43.7692307692308	19	8
"SAND_2019A_BS_19_25"	"A"	2019-07-20 20:00:00	"2019-07-21 19:59:00"	155	418	573	1	29	20	8
"SAND_2019A_BS_19_25"	"A"	2019-07-21 20:00:00	"2019-07-22 19:59:00"	707	180	887	1	18	21	8
"SAND_2020A_BS20_06"	"H"	2020-07-07 12:00:00	"2020-07-08 11:59:00"	0	335	335	0	29	15	6
"SAND_2020A_BS20_06"	"H"	2020-07-08 12:00:00	"2020-07-09 11:59:00"	344	314	658	0.724210526315789	16	16	6
"SAND_2020A_BS20_06"	"H"	2020-07-09 12:00:00	"2020-07-10 11:59:00"	498	35	533	1.12532651072125	4	17	6
"SAND_2020A_BS20_06"	"H"	2020-07-10 12:00:00	"2020-07-11 11:59:00"	0	312	312	0	38.150462962963	18	6
"SAND_2020A_BS20_06"	"H"	2020-07-11 12:00:00	"2020-07-12 11:59:00"	0	203	203	0	30	19	6
"SAND_2020A_BS20_06"	"H"	2020-07-12 12:00:00	"2020-07-13 11:59:00"	276	225	501	1	23	20	6
"SAND_2020A_BS20_09"	"A"	2020-07-07 19:00:00	"2020-07-08 18:59:00"	220	185	405	1	21.1087533156499	12	9
"SAND_2020A_BS20_09"	"A"	2020-07-08 19:00:00	"2020-07-09 18:59:00"	664	173	837	1.89124668435013	14	13	9
"SAND_2020A_BS20_09"	"A"	2020-07-09 19:00:00	"2020-07-10 18:59:00"	0	143	143	0	25	14	9
"SAND_2020A_BS20_09"	"A"	2020-07-10 19:00:00	"2020-07-11 18:59:00"	0	266	266	0	55.1091954022989	15	9
"SAND_2020A_BS20_09"	"A"	2020-07-11 19:00:00	"2020-07-12 18:59:00"	364	75	439	0.88135593220339	12	16	9
"SAND_2020A_BS20_09"	"A"	2020-07-12 19:00:00	"2020-07-13 18:59:00"	200	239	439	1	35.1186440677966	17	9
"SAND_2020A_BS20_09"	"A"	2020-07-13 19:00:00	"2020-07-14 18:59:00"	258	95	353	0.540880503144654	14	18	9
"SAND_2020A_BS20_09"	"A"	2020-07-14 19:00:00	"2020-07-15 18:59:00"	219	202	421	0.459119496855346	44	19	9
"SAND_2020A_BS20_09"	"A"	2020-07-15 19:00:00	"2020-07-16 18:59:00"	195	169	364	1	43	20	9
"SAND_2020A_BS20_10"	"H"	2020-07-10 10:00:00	"2020-07-11 09:59:00"	0	76	76	0	9.36363636363636	9	13
"SAND_2020A_BS20_10"	"H"	2020-07-11 10:00:00	"2020-07-12 09:59:00"	567	189	756	0.652474108170311	23.6363636363636	10	13
"SAND_2020A_BS20_10"	"H"	2020-07-12 10:00:00	"2020-07-13 09:59:00"	302	35	337	0.347525891829689	14	11	13
"SAND_2020A_BS20_10"	"H"	2020-07-13 10:00:00	"2020-07-14 09:59:00"	0	154	154	0	16	12	13
"SAND_2020A_BS20_10"	"H"	2020-07-14 10:00:00	"2020-07-15 09:59:00"	473	41	514	1	9.04244031830239	13	13
"SAND_2020A_BS20_10"	"H"	2020-07-15 10:00:00	"2020-07-16 09:59:00"	491	71	562	1.95755968169761	7.11842105263158	14	13
"SAND_2020A_BS20_10"	"H"	2020-07-16 10:00:00	"2020-07-17 09:59:00"	402	198	600	0.881578947368421	15	15	13
"SAND_2020A_BS20_10"	"H"	2020-07-17 10:00:00	"2020-07-18 09:59:00"	292	168	460	1	12	16	13
"SAND_2020A_BS20_10"	"H"	2020-07-18 10:00:00	"2020-07-19 09:59:00"	555	92	647	1	14	17	13
"SAND_2020A_BS20_10"	"H"	2020-07-19 10:00:00	"2020-07-20 09:59:00"	0	306	306	0	30	18	13
"SAND_2020A_BS20_10"	"H"	2020-07-20 10:00:00	"2020-07-21 09:59:00"	450	132	582	1	10	19	13
"SAND_2020A_BS20_10"	"H"	2020-07-21 10:00:00	"2020-07-22 09:59:00"	165	195	360	1	22	20	13
"SAND_2020A_BS20_10"	"H"	2020-07-22 10:00:00	"2020-07-23 09:59:00"	263	105	368	1	14	21	13
"SAND_2020A_BS20_21"	"H"	2020-07-16 21:00:00	"2020-07-17 20:59:00"	0	343	343	0	38	17	4
"SAND_2020A_BS20_21"	"H"	2020-07-17 21:00:00	"2020-07-18 20:59:00"	195	203	398	1	37	18	4
"SAND_2020A_BS20_21"	"H"	2020-07-18 21:00:00	"2020-07-19 20:59:00"	0	339	339	0	46	19	4
"SAND_2020A_BS20_21"	"H"	2020-07-19 21:00:00	"2020-07-20 20:59:00"	0	303	303	0	31	20	4
"SAND_2021A_BS21_02"	"A"	2021-07-04 14:00:00	"2021-07-05 13:59:00"	0	238	238	0	31	12	5
"SAND_2021A_BS21_02"	"A"	2021-07-05 14:00:00	"2021-07-06 13:59:00"	0	219	219	0	26.6428571428571	13	5
"SAND_2021A_BS21_02"	"A"	2021-07-06 14:00:00	"2021-07-07 13:59:00"	355	184	539	2	11.3136645962733	14	5
"SAND_2021A_BS21_02"	"A"	2021-07-07 14:00:00	"2021-07-08 13:59:00"	374	173	547	0.992042440318302	12.0434782608696	15	5
"SAND_2021A_BS21_02"	"A"	2021-07-08 14:00:00	"2021-07-09 13:59:00"	0	356	356	0	17.0079575596817	16	5
"SAND_2021A_BS21_10"	"A"	2021-07-05 06:00:00	"2021-07-06 05:59:00"	0	255	255	0	42	6	13
"SAND_2021A_BS21_10"	"A"	2021-07-06 06:00:00	"2021-07-07 05:59:00"	0	211	211	0	25.4583333333333	7	13
"SAND_2021A_BS21_10"	"A"	2021-07-07 06:00:00	"2021-07-08 05:59:00"	205	253	458	1	25.5416666666667	8	13
"SAND_2021A_BS21_10"	"A"	2021-07-08 06:00:00	"2021-07-09 05:59:00"	503	262	765	1	8	9	13
"SAND_2021A_BS21_10"	"A"	2021-07-09 06:00:00	"2021-07-10 05:59:00"	0	246	246	0	43	10	13
"SAND_2021A_BS21_10"	"A"	2021-07-10 06:00:00	"2021-07-11 05:59:00"	219	229	448	1	39	11	13
"SAND_2021A_BS21_10"	"A"	2021-07-11 06:00:00	"2021-07-12 05:59:00"	0	300	300	0	67.1818181818182	12	13
"SAND_2021A_BS21_10"	"A"	2021-07-12 06:00:00	"2021-07-13 05:59:00"	0	165	165	0	24.8181818181818	13	13
"SAND_2021A_BS21_10"	"A"	2021-07-13 06:00:00	"2021-07-14 05:59:00"	0	304	304	0	22	14	13
"SAND_2021A_BS21_10"	"A"	2021-07-14 06:00:00	"2021-07-15 05:59:00"	211	294	505	1	18	15	13
"SAND_2021A_BS21_10"	"A"	2021-07-15 06:00:00	"2021-07-16 05:59:00"	0	382	382	0	45	16	13
"SAND_2021A_BS21_10"	"A"	2021-07-16 06:00:00	"2021-07-17 05:59:00"	176	257	433	1	28	17	13
"SAND_2021A_BS21_10"	"A"	2021-07-17 06:00:00	"2021-07-18 05:59:00"	802	96	898	2	9	18	13
"SAND_2021A_BS21_11"	"H"	2021-07-05 11:00:00	"2021-07-06 10:59:00"	0	238	238	0	36	8	13
"SAND_2021A_BS21_11"	"H"	2021-07-06 11:00:00	"2021-07-07 10:59:00"	0	210	210	0	13.7272727272727	9	13
"SAND_2021A_BS21_11"	"H"	2021-07-07 11:00:00	"2021-07-08 10:59:00"	172	266	438	1	20.2727272727273	10	13
"SAND_2021A_BS21_11"	"H"	2021-07-08 11:00:00	"2021-07-09 10:59:00"	653	96	749	1	22.0851063829787	11	13
"SAND_2021A_BS21_11"	"H"	2021-07-09 11:00:00	"2021-07-10 10:59:00"	0	422	422	0	39.8560700876095	12	13
"SAND_2021A_BS21_11"	"H"	2021-07-10 11:00:00	"2021-07-11 10:59:00"	0	449	449	0	33.9254901960784	13	13
"SAND_2021A_BS21_11"	"H"	2021-07-11 11:00:00	"2021-07-12 10:59:00"	0	566	566	0	49.1333333333333	14	13
"SAND_2021A_BS21_11"	"H"	2021-07-12 11:00:00	"2021-07-13 10:59:00"	0	298	298	0	28.9444444444444	15	13
"SAND_2021A_BS21_11"	"H"	2021-07-13 11:00:00	"2021-07-14 10:59:00"	0	439	439	0	32.0555555555556	16	13
"SAND_2021A_BS21_11"	"H"	2021-07-14 11:00:00	"2021-07-15 10:59:00"	174	483	657	1	33.7941176470588	17	13
"SAND_2021A_BS21_11"	"H"	2021-07-15 11:00:00	"2021-07-16 10:59:00"	254	270	524	1	25.8422459893048	18	13
"SAND_2021A_BS21_11"	"H"	2021-07-16 11:00:00	"2021-07-17 10:59:00"	0	387	387	0	33.3636363636364	19	13
"SAND_2021A_BS21_11"	"H"	2021-07-17 11:00:00	"2021-07-18 10:59:00"	0	287	287	0	34	20	13
"SAND_2021A_BS21_13"	"A"	2021-07-08 07:00:00	"2021-07-09 06:59:00"	365	60	425	1	12	8	12
"SAND_2021A_BS21_13"	"A"	2021-07-09 07:00:00	"2021-07-10 06:59:00"	183	195	378	1	33	9	12
"SAND_2021A_BS21_13"	"A"	2021-07-10 07:00:00	"2021-07-11 06:59:00"	260	277	537	1	36	10	12
"SAND_2021A_BS21_13"	"A"	2021-07-11 07:00:00	"2021-07-12 06:59:00"	167	240	407	1	38	11	12
"SAND_2021A_BS21_13"	"A"	2021-07-12 07:00:00	"2021-07-13 06:59:00"	0	303	303	0	30	12	12
"SAND_2021A_BS21_13"	"A"	2021-07-13 07:00:00	"2021-07-14 06:59:00"	0	318	318	0	49	13	12
"SAND_2021A_BS21_13"	"A"	2021-07-14 07:00:00	"2021-07-15 06:59:00"	0	262	262	0	68	14	12
"SAND_2021A_BS21_13"	"A"	2021-07-15 07:00:00	"2021-07-16 06:59:00"	298	193	491	1	49	15	12
"SAND_2021A_BS21_13"	"A"	2021-07-16 07:00:00	"2021-07-17 06:59:00"	0	355	355	0	79	16	12
"SAND_2021A_BS21_13"	"A"	2021-07-17 07:00:00	"2021-07-18 06:59:00"	0	294	294	0	66.0163522012579	17	12
"SAND_2021A_BS21_13"	"A"	2021-07-18 07:00:00	"2021-07-19 06:59:00"	782	48	830	0.983647798742138	17	18	12
"SAND_2021A_BS21_13"	"A"	2021-07-19 07:00:00	"2021-07-20 06:59:00"	606	279	885	3	28	19	12
"SAND_2021A_BS21_15"	"H"	2021-07-12 17:00:00	"2021-07-13 16:59:00"	0	316	316	0	39	15	6
"SAND_2021A_BS21_15"	"H"	2021-07-13 17:00:00	"2021-07-14 16:59:00"	241	203	444	1	19.6363636363636	16	6
"SAND_2021A_BS21_15"	"H"	2021-07-14 17:00:00	"2021-07-15 16:59:00"	191	234	425	1	25.3636363636364	17	6
"SAND_2021A_BS21_15"	"H"	2021-07-15 17:00:00	"2021-07-16 16:59:00"	0	356	356	0	33.2	18	6
"SAND_2021A_BS21_15"	"H"	2021-07-16 17:00:00	"2021-07-17 16:59:00"	0	402	402	0	28.8	19	6
"SAND_2021A_BS21_15"	"H"	2021-07-17 17:00:00	"2021-07-18 16:59:00"	440	55	495	1	9	20	6
"SAND_2021A_BS21_19"	"A"	2021-07-12 07:00:00	"2021-07-13 06:59:00"	0	151	151	0	14	12	7
"SAND_2021A_BS21_19"	"A"	2021-07-13 07:00:00	"2021-07-14 06:59:00"	757	49	806	1	13	13	7
"SAND_2021A_BS21_19"	"A"	2021-07-14 07:00:00	"2021-07-15 06:59:00"	0	60	60	0	15	14	7
"SAND_2021A_BS21_19"	"A"	2021-07-15 07:00:00	"2021-07-16 06:59:00"	0	134	134	0	23	15	7
"SAND_2021A_BS21_19"	"A"	2021-07-16 07:00:00	"2021-07-17 06:59:00"	241	95	336	1	22	16	7
"SAND_2021A_BS21_19"	"A"	2021-07-17 07:00:00	"2021-07-18 06:59:00"	342	57	399	1	11	17	7
"SAND_2021A_BS21_19"	"A"	2021-07-18 07:00:00	"2021-07-19 06:59:00"	558	80	638	1	7	18	7
"SAND_2021A_BS21_22"	"A"	2021-07-17 10:00:00	"2021-07-18 09:59:00"	210	220	430	1	27.1742424242424	12	4
"SAND_2021A_BS21_22"	"A"	2021-07-18 10:00:00	"2021-07-19 09:59:00"	545	112	657	0.825757575757576	24.5384615384615	13	4
"SAND_2021A_BS21_22"	"A"	2021-07-19 10:00:00	"2021-07-20 09:59:00"	0	297	297	0	65.4615384615385	14	4
"SAND_2021A_BS21_22"	"A"	2021-07-20 10:00:00	"2021-07-21 09:59:00"	283	215	498	1	34	15	4
"SAND_2022A_BS22_01"	"H"	2022-07-23 20:00:00	"2022-07-24 19:59:00"	0	241	241	0	40	16	5
"SAND_2022A_BS22_01"	"H"	2022-07-24 20:00:00	"2022-07-25 19:59:00"	0	294	294	0	33	17	5
"SAND_2022A_BS22_01"	"H"	2022-07-25 20:00:00	"2022-07-26 19:59:00"	0	167	167	0	27	18	5
"SAND_2022A_BS22_01"	"H"	2022-07-26 20:00:00	"2022-07-27 19:59:00"	0	185	185	0	31.7142857142857	19	5
"SAND_2022A_BS22_01"	"H"	2022-07-27 20:00:00	"2022-07-28 19:59:00"	0	218	218	0	35.2857142857143	20	5
"SAND_2022A_BS22_02"	"H"	2022-07-13 17:00:00	"2022-07-14 16:59:00"	123	214	337	0.778481012658228	34	11	10
"SAND_2022A_BS22_02"	"H"	2022-07-14 17:00:00	"2022-07-15 16:59:00"	136	299	435	0.804733727810651	34.2215189873418	12	10
"SAND_2022A_BS22_02"	"H"	2022-07-15 17:00:00	"2022-07-16 16:59:00"	0	334	334	0	45.1952662721894	13	10
"SAND_2022A_BS22_02"	"H"	2022-07-16 17:00:00	"2022-07-17 16:59:00"	338	94	432	0.725321888412017	19	14	10
"SAND_2022A_BS22_02"	"H"	2022-07-17 17:00:00	"2022-07-18 16:59:00"	128	242	370	0.274678111587983	40	15	10
"SAND_2022A_BS22_02"	"H"	2022-07-18 17:00:00	"2022-07-19 16:59:00"	0	298	298	0	44	16	10
"SAND_2022A_BS22_02"	"H"	2022-07-19 17:00:00	"2022-07-20 16:59:00"	0	433	433	0	46.8170731707317	17	10
"SAND_2022A_BS22_02"	"H"	2022-07-20 17:00:00	"2022-07-21 16:59:00"	0	367	367	0	47.1829268292683	18	10
"SAND_2022A_BS22_02"	"H"	2022-07-21 17:00:00	"2022-07-22 16:59:00"	0	344	344	0	55	19	10
"SAND_2022A_BS22_02"	"H"	2022-07-22 17:00:00	"2022-07-23 16:59:00"	0	271	271	0	57	20	10
"SAND_2022A_BS22_06"	"H"	2022-07-22 19:00:00	"2022-07-23 18:59:00"	0	245	245	0	38	14	7
"SAND_2022A_BS22_06"	"H"	2022-07-23 19:00:00	"2022-07-24 18:59:00"	0	268	268	0	31.8	15	7
"SAND_2022A_BS22_06"	"H"	2022-07-24 19:00:00	"2022-07-25 18:59:00"	0	233	233	0	34.2	16	7
"SAND_2022A_BS22_06"	"H"	2022-07-25 19:00:00	"2022-07-26 18:59:00"	0	196	196	0	26	17	7
"SAND_2022A_BS22_06"	"H"	2022-07-26 19:00:00	"2022-07-27 18:59:00"	0	229	229	0	29.5	18	7
"SAND_2022A_BS22_06"	"H"	2022-07-27 19:00:00	"2022-07-28 18:59:00"	0	224	224	0	38.5	19	7
"SAND_2022A_BS22_06"	"H"	2022-07-28 19:00:00	"2022-07-29 18:59:00"	0	234	234	0	35	20	7
"SAND_2023A_BS23_03"	"H"	2023-07-15 07:00:00	"2023-07-16 06:59:00"	0	315	315	0	45	17	5
"SAND_2023A_BS23_03"	"H"	2023-07-16 07:00:00	"2023-07-17 06:59:00"	0	259	259	0	36	18	5
"SAND_2023A_BS23_03"	"H"	2023-07-17 07:00:00	"2023-07-18 06:59:00"	0	314	314	0	29.4	19	5
"SAND_2023A_BS23_03"	"H"	2023-07-18 07:00:00	"2023-07-19 06:59:00"	0	226	226	0	31.6	20	5
"SAND_2023A_BS23_03"	"H"	2023-07-19 07:00:00	"2023-07-20 06:59:00"	0	256	256	0	44	21	5
"SAND_2011B_Nest1"	"H"	2011-07-15 05:00:00	"2011-07-16 04:59:00"	0	298	298	0	32	16	6
"SAND_2011B_Nest1"	"H"	2011-07-16 05:00:00	"2011-07-17 04:59:00"	0	248	248	0	33	17	6
"SAND_2011B_Nest1"	"H"	2011-07-17 05:00:00	"2011-07-18 04:59:00"	0	367	367	0	57	18	6
"SAND_2011B_Nest1"	"H"	2011-07-18 05:00:00	"2011-07-19 04:59:00"	0	300	300	0	43	19	6
"SAND_2011B_Nest1"	"H"	2011-07-19 05:00:00	"2011-07-20 04:59:00"	0	264	264	0	42	20	6
"SAND_2011B_Nest1"	"H"	2011-07-20 05:00:00	"2011-07-21 04:59:00"	0	252	252	0	35	21	6
"SAND_2012B_S02"	"A"	2012-07-08 05:00:00	"2012-07-09 04:59:00"	1117	19	1136	1	4	8	8
"SAND_2012B_S02"	"A"	2012-07-09 05:00:00	"2012-07-10 04:59:00"	120	270	390	1	34	9	8
"SAND_2012B_S02"	"A"	2012-07-10 05:00:00	"2012-07-11 04:59:00"	0	420	420	0	41.8117647058824	10	8
"SAND_2012B_S02"	"A"	2012-07-11 05:00:00	"2012-07-12 04:59:00"	263	237	500	0.699468085106383	32.1882352941176	11	8
"SAND_2012B_S02"	"A"	2012-07-12 05:00:00	"2012-07-13 04:59:00"	297	258	555	1	27.3005319148936	12	8
"SAND_2012B_S02"	"A"	2012-07-13 05:00:00	"2012-07-14 04:59:00"	178	334	512	1	21	13	8
"SAND_2012B_S02"	"A"	2012-07-14 05:00:00	"2012-07-15 04:59:00"	0	530	530	0	30.5380116959064	14	8
"SAND_2012B_S02"	"A"	2012-07-15 05:00:00	"2012-07-16 04:59:00"	184	476	660	1	28.4619883040936	15	8
"SAND_2012B_S07"	"H"	2012-07-06 14:00:00	"2012-07-07 13:59:00"	143	97	240	0.291836734693878	17	3	18
"SAND_2012B_S07"	"H"	2012-07-07 14:00:00	"2012-07-08 13:59:00"	347	180	527	0.708163265306123	20.6272189349112	4	18
"SAND_2012B_S07"	"H"	2012-07-08 14:00:00	"2012-07-09 13:59:00"	0	364	364	0	48.3061143984221	5	18
"SAND_2012B_S07"	"H"	2012-07-09 14:00:00	"2012-07-10 13:59:00"	0	331	331	0	50.6291666666667	6	18
"SAND_2012B_S07"	"H"	2012-07-10 14:00:00	"2012-07-11 13:59:00"	0	409	409	0	64.4375	7	18
"SAND_2012B_S07"	"H"	2012-07-11 14:00:00	"2012-07-12 13:59:00"	0	317	317	0	61	8	18
"SAND_2012B_S07"	"H"	2012-07-12 14:00:00	"2012-07-13 13:59:00"	0	374	374	0	65	9	18
"SAND_2012B_S07"	"H"	2012-07-13 14:00:00	"2012-07-14 13:59:00"	0	265	265	0	51	10	18
"SAND_2012B_S07"	"H"	2012-07-14 14:00:00	"2012-07-15 13:59:00"	0	300	300	0	58	11	18
"SAND_2012B_S07"	"H"	2012-07-15 14:00:00	"2012-07-16 13:59:00"	0	347	347	0	60.5714285714286	12	18
"SAND_2012B_S07"	"H"	2012-07-16 14:00:00	"2012-07-17 13:59:00"	0	328	328	0	56.4285714285714	13	18
"SAND_2012B_S07"	"H"	2012-07-17 14:00:00	"2012-07-18 13:59:00"	0	292	292	0	52.8	14	18
"SAND_2012B_S07"	"H"	2012-07-18 14:00:00	"2012-07-19 13:59:00"	0	291	291	0	51.2	15	18
"SAND_2012B_S07"	"H"	2012-07-19 14:00:00	"2012-07-20 13:59:00"	0	342	342	0	66	16	18
"SAND_2012B_S07"	"H"	2012-07-20 14:00:00	"2012-07-21 13:59:00"	0	282	282	0	68	17	18
"SAND_2012B_S07"	"H"	2012-07-21 14:00:00	"2012-07-22 13:59:00"	0	267	267	0	56	18	18
"SAND_2012B_S07"	"H"	2012-07-22 14:00:00	"2012-07-23 13:59:00"	0	398	398	0	62	19	18
"SAND_2012B_S07"	"H"	2012-07-23 14:00:00	"2012-07-24 13:59:00"	0	363	363	0	72	20	18
"SAND_2012B_S08"	"H"	2012-07-07 12:00:00	"2012-07-08 11:59:00"	167	178	345	1	16	15	6
"SAND_2012B_S08"	"H"	2012-07-08 12:00:00	"2012-07-09 11:59:00"	0	356	356	0	35.6470588235294	16	6
"SAND_2012B_S08"	"H"	2012-07-09 12:00:00	"2012-07-10 11:59:00"	0	348	348	0	35.3529411764706	17	6
"SAND_2012B_S08"	"H"	2012-07-10 12:00:00	"2012-07-11 11:59:00"	0	351	351	0	39.4444444444444	18	6
"SAND_2012B_S08"	"H"	2012-07-11 12:00:00	"2012-07-12 11:59:00"	0	380	380	0	36.5555555555556	19	6
"SAND_2012B_S08"	"H"	2012-07-12 12:00:00	"2012-07-13 11:59:00"	0	291	291	0	29	20	6
"SAND_2012B_S13"	"H"	2012-07-12 13:00:00	"2012-07-13 12:59:00"	0	308	308	0	26	12	9
"SAND_2012B_S13"	"H"	2012-07-13 13:00:00	"2012-07-14 12:59:00"	0	269	269	0	35	13	9
"SAND_2012B_S13"	"H"	2012-07-14 13:00:00	"2012-07-15 12:59:00"	0	342	342	0	41.9268292682927	14	9
"SAND_2012B_S13"	"H"	2012-07-15 13:00:00	"2012-07-16 12:59:00"	144	295	439	1	37.9620596205962	15	9
"SAND_2012B_S13"	"H"	2012-07-16 13:00:00	"2012-07-17 12:59:00"	372	181	553	1.70305676855895	11.1111111111111	16	9
"SAND_2012B_S13"	"H"	2012-07-17 13:00:00	"2012-07-18 12:59:00"	302	219	521	1	16.0661740006718	17	9
"SAND_2012B_S13"	"H"	2012-07-18 13:00:00	"2012-07-19 12:59:00"	257	236	493	1	23.2307692307692	18	9
"SAND_2012B_S13"	"H"	2012-07-19 13:00:00	"2012-07-20 12:59:00"	0	322	322	0	36.0808080808081	19	9
"SAND_2012B_S13"	"H"	2012-07-20 13:00:00	"2012-07-21 12:59:00"	446	72	518	1.91919191919192	14	20	9
"SAND_2013B_S13-08"	"H"	2013-07-09 22:00:00	"2013-07-10 21:59:00"	0	332	332	0	27	15	6
"SAND_2013B_S13-08"	"H"	2013-07-10 22:00:00	"2013-07-11 21:59:00"	0	421	421	0	26.875	16	6
"SAND_2013B_S13-08"	"H"	2013-07-11 22:00:00	"2013-07-12 21:59:00"	0	322	322	0	27.125	17	6
"SAND_2013B_S13-08"	"H"	2013-07-12 22:00:00	"2013-07-13 21:59:00"	0	367	367	0	24	18	6
"SAND_2013B_S13-08"	"H"	2013-07-13 22:00:00	"2013-07-14 21:59:00"	0	321	321	0	18	19	6
"SAND_2013B_S13-08"	"H"	2013-07-14 22:00:00	"2013-07-15 21:59:00"	0	301	301	0	23	20	6
"SAND_2014B_S14-01"	"H"	2014-06-30 04:00:00	"2014-07-01 03:59:00"	198	30	228	1	8	-3	22
"SAND_2014B_S14-01"	"H"	2014-07-01 04:00:00	"2014-07-02 03:59:00"	305	137	442	0.349770642201835	17	-2	22
"SAND_2014B_S14-01"	"H"	2014-07-02 04:00:00	"2014-07-03 03:59:00"	187	165	352	1	23	-1	22
"SAND_2014B_S14-01"	"H"	2014-07-03 04:00:00	"2014-07-04 03:59:00"	865	32	897	2	3.375	0	22
"SAND_2014B_S14-01"	"H"	2014-07-04 04:00:00	"2014-07-05 03:59:00"	537	91	628	1	13.625	1	22
"SAND_2014B_S14-01"	"H"	2014-07-05 04:00:00	"2014-07-06 03:59:00"	538	156	694	2	11	2	22
"SAND_2014B_S14-01"	"H"	2014-07-06 04:00:00	"2014-07-07 03:59:00"	578	7	585	2	4	3	22
"SAND_2014B_S14-01"	"H"	2014-07-07 04:00:00	"2014-07-08 03:59:00"	821	54	875	2	5	4	22
"SAND_2014B_S14-01"	"H"	2014-07-08 04:00:00	"2014-07-09 03:59:00"	1197	5	1202	0.946245059288538	3	5	22
"SAND_2014B_S14-01"	"H"	2014-07-09 04:00:00	"2014-07-10 03:59:00"	570	248	818	2	27.0537549407115	6	22
"SAND_2014B_S14-01"	"H"	2014-07-10 04:00:00	"2014-07-11 03:59:00"	231	170	401	1	22	7	22
"SAND_2014B_S14-01"	"H"	2014-07-11 04:00:00	"2014-07-12 03:59:00"	150	352	502	1	28	8	22
"SAND_2014B_S14-01"	"H"	2014-07-12 04:00:00	"2014-07-13 03:59:00"	0	333	333	0	34	9	22
"SAND_2014B_S14-01"	"H"	2014-07-13 04:00:00	"2014-07-14 03:59:00"	0	364	364	0	32	10	22
"SAND_2014B_S14-01"	"H"	2014-07-14 04:00:00	"2014-07-15 03:59:00"	735	15	750	1	6	11	22
"SAND_2014B_S14-01"	"H"	2014-07-15 04:00:00	"2014-07-16 03:59:00"	1336	2	1338	0.987435328898744	2	12	22
"SAND_2014B_S14-01"	"H"	2014-07-16 04:00:00	"2014-07-17 03:59:00"	587	102	689	1	17.0125646711013	13	22
"SAND_2014B_S14-01"	"H"	2014-07-17 04:00:00	"2014-07-18 03:59:00"	566	432	998	3	18.3688524590164	14	22
"SAND_2014B_S14-01"	"H"	2014-07-18 04:00:00	"2014-07-19 03:59:00"	154	381	535	0.631147540983607	31	15	22
"SAND_2014B_S14-01"	"H"	2014-07-19 04:00:00	"2014-07-20 03:59:00"	0	421	421	0	51	16	22
"SAND_2014B_S14-01"	"H"	2014-07-20 04:00:00	"2014-07-21 03:59:00"	0	574	574	0	59	17	22
"SAND_2014B_S14-01"	"H"	2014-07-21 04:00:00	"2014-07-22 03:59:00"	0	403	403	0	53	18	22
